,year,month,stateid,price,price-units
1585,2023,04,CT,34.48,cents per kilowatt-hour
1586,2023,04,CT,17.33,cents per kilowatt-hour
1591,2023,04,DE,15.47,cents per kilowatt-hour
1592,2023,04,DE,0.0,cents per kilowatt-hour
1597,2023,04,DC,15.3,cents per kilowatt-hour
1598,2023,04,DC,9.86,cents per kilowatt-hour
1603,2023,04,FL,15.72,cents per kilowatt-hour
1604,2023,04,FL,12.24,cents per kilowatt-hour
1609,2023,04,GA,13.25,cents per kilowatt-hour
1610,2023,04,GA,5.82,cents per kilowatt-hour
1615,2023,04,HI,43.18,cents per kilowatt-hour
1616,2023,04,HI,0.0,cents per kilowatt-hour
1621,2023,04,ID,10.18,cents per kilowatt-hour
1622,2023,03,KY,0.0,cents per kilowatt-hour
1627,2023,03,LA,11.87,cents per kilowatt-hour
1628,2023,03,LA,11.09,cents per kilowatt-hour
1633,2023,03,ME,29.37,cents per kilowatt-hour
1634,2023,03,ME,0.0,cents per kilowatt-hour
1639,2023,03,MD,15.85,cents per kilowatt-hour
1640,2023,03,MD,10.36,cents per kilowatt-hour
1645,2023,03,MA,32.72,cents per kilowatt-hour
1646,2023,03,MA,7.27,cents per kilowatt-hour
1651,2023,03,MI,18.23,cents per kilowatt-hour
1652,2023,03,MI,13.64,cents per kilowatt-hour
1657,2023,03,MN,13.94,cents per kilowatt-hour
1658,2023,03,MN,12.48,cents per kilowatt-hour
1663,2023,03,MS,13.8,cents per kilowatt-hour
1664,2023,03,MS,0.0,cents per kilowatt-hour
1669,2023,03,MO,11.46,cents per kilowatt-hour
1670,2023,03,MO,8.22,cents per kilowatt-hour
1675,2023,03,MT,12.13,cents per kilowatt-hour
1676,2023,03,MT,0.0,cents per kilowatt-hour
1680,2023,05,NY,20.47,cents per kilowatt-hour
1681,2023,05,NY,15.18,cents per kilowatt-hour
1686,2023,06,NE,11.98,cents per kilowatt-hour
1687,2023,06,NE,0.0,cents per kilowatt-hour
1692,2023,06,NV,17.38,cents per kilowatt-hour
1693,2023,06,NV,13.16,cents per kilowatt-hour
1698,2023,06,NH,29.53,cents per kilowatt-hour
1699,2023,06,NH,0.0,cents per kilowatt-hour
1704,2023,06,NJ,18.19,cents per kilowatt-hour
1705,2023,06,NJ,12.33,cents per kilowatt-hour
1710,2023,06,NM,13.58,cents per kilowatt-hour
1711,2023,06,NM,0.0,cents per kilowatt-hour
1716,2023,06,NY,21.63,cents per kilowatt-hour
1717,2023,06,NY,15.71,cents per kilowatt-hour
1722,2023,06,NC,12.57,cents per kilowatt-hour
1723,2023,06,NC,9.07,cents per kilowatt-hour
1728,2023,06,ND,12.35,cents per kilowatt-hour
1729,2023,06,ND,0.0,cents per kilowatt-hour
1734,2023,06,OH,16.29,cents per kilowatt-hour
1735,2023,06,OH,5.86,cents per kilowatt-hour
1741,2023,03,AL,14.67,cents per kilowatt-hour
1742,2023,03,AL,0.0,cents per kilowatt-hour
1746,2023,04,ID,0.0,cents per kilowatt-hour
1751,2023,04,IL,17.82,cents per kilowatt-hour
1752,2023,04,IL,5.98,cents per kilowatt-hour
1757,2023,04,IN,15.08,cents per kilowatt-hour
1758,2023,04,IN,13.63,cents per kilowatt-hour
1763,2023,04,IA,12.62,cents per kilowatt-hour
1764,2023,04,IA,0.0,cents per kilowatt-hour
1769,2023,04,KS,13.59,cents per kilowatt-hour
1770,2023,04,KS,0.0,cents per kilowatt-hour
1776,2023,10,CO,14.5,cents per kilowatt-hour
1777,2023,10,CO,13.64,cents per kilowatt-hour
1782,2023,10,CT,29.01,cents per kilowatt-hour
1783,2023,10,CT,16.09,cents per kilowatt-hour
1788,2023,10,DE,17.43,cents per kilowatt-hour
1789,2023,10,DE,0.0,cents per kilowatt-hour
1793,2023,11,KY,13.29,cents per kilowatt-hour
1794,2023,11,KY,0.0,cents per kilowatt-hour
1799,2023,11,LA,11.45,cents per kilowatt-hour
1800,2023,11,LA,11.23,cents per kilowatt-hour
1805,2023,11,ME,28.46,cents per kilowatt-hour
1806,2023,11,ME,0.0,cents per kilowatt-hour
1808,2023,05,NC,12.9,cents per kilowatt-hour
1809,2023,05,NC,8.16,cents per kilowatt-hour
1814,2023,05,ND,11.75,cents per kilowatt-hour
1815,2023,05,ND,0.0,cents per kilowatt-hour
1820,2023,05,OH,15.63,cents per kilowatt-hour
1821,2023,05,OH,5.86,cents per kilowatt-hour
1826,2023,05,OK,11.63,cents per kilowatt-hour
1827,2023,05,OK,0.0,cents per kilowatt-hour
1832,2023,05,OR,13.01,cents per kilowatt-hour
1833,2023,05,OR,11.54,cents per kilowatt-hour
1835,2023,07,NY,22.29,cents per kilowatt-hour
1836,2023,07,NY,15.83,cents per kilowatt-hour
1841,2023,07,NC,12.39,cents per kilowatt-hour
1842,2023,07,NC,9.28,cents per kilowatt-hour
1847,2023,07,ND,12.63,cents per kilowatt-hour
1848,2023,07,ND,0.0,cents per kilowatt-hour
1853,2023,07,OH,15.73,cents per kilowatt-hour
1854,2023,07,OH,6.02,cents per kilowatt-hour
1859,2023,07,OK,12.27,cents per kilowatt-hour
1860,2023,07,OK,0.0,cents per kilowatt-hour
1865,2023,07,OR,13.17,cents per kilowatt-hour
1866,2023,07,OR,11.31,cents per kilowatt-hour
1875,2023,01,WY,10.24,cents per kilowatt-hour
1876,2023,01,WY,0.0,cents per kilowatt-hour
1881,2023,01,NEW,29.95,cents per kilowatt-hour
1882,2023,01,NEW,14.42,cents per kilowatt-hour
1887,2023,01,MAT,19.88,cents per kilowatt-hour
1888,2023,01,MAT,14.23,cents per kilowatt-hour
1893,2023,01,ENC,15.8,cents per kilowatt-hour
1894,2023,01,ENC,7.49,cents per kilowatt-hour
1899,2023,01,WNC,11.34,cents per kilowatt-hour
1900,2023,01,WNC,8.9,cents per kilowatt-hour
1905,2023,01,SAT,13.9,cents per kilowatt-hour
1909,2023,02,OK,11.34,cents per kilowatt-hour
1910,2023,02,OK,0.0,cents per kilowatt-hour
1915,2023,02,OR,12.25,cents per kilowatt-hour
1916,2023,02,OR,11.1,cents per kilowatt-hour
1921,2023,02,PA,18.33,cents per kilowatt-hour
1922,2023,02,PA,11.46,cents per kilowatt-hour
1927,2023,02,RI,29.08,cents per kilowatt-hour
1929,2023,03,AK,23.45,cents per kilowatt-hour
1930,2023,03,AK,0.0,cents per kilowatt-hour
1935,2023,03,AZ,13.62,cents per kilowatt-hour
1936,2023,03,AZ,8.96,cents per kilowatt-hour
1941,2023,03,AR,12.21,cents per kilowatt-hour
1942,2023,03,AR,11.18,cents per kilowatt-hour
1947,2023,03,CA,30.39,cents per kilowatt-hour
1948,2023,03,CA,11.79,cents per kilowatt-hour
1953,2023,03,CO,13.8,cents per kilowatt-hour
1954,2023,03,CO,12.37,cents per kilowatt-hour
1959,2023,03,CT,33.06,cents per kilowatt-hour
1960,2023,03,CT,27.22,cents per kilowatt-hour
1965,2023,03,DE,15.33,cents per kilowatt-hour
1966,2023,03,DE,0.0,cents per kilowatt-hour
1969,2023,07,PA,17.94,cents per kilowatt-hour
1970,2023,07,PA,10.04,cents per kilowatt-hour
1975,2023,07,RI,24.31,cents per kilowatt-hour
1976,2023,07,RI,16.73,cents per kilowatt-hour
1981,2023,07,SC,13.21,cents per kilowatt-hour
1982,2023,07,SC,0.0,cents per kilowatt-hour
1987,2023,07,SD,13.3,cents per kilowatt-hour
1988,2023,07,SD,0.0,cents per kilowatt-hour
1993,2023,07,TN,12.22,cents per kilowatt-hour
1994,2023,07,TN,0.0,cents per kilowatt-hour
1999,2023,07,TX,13.95,cents per kilowatt-hour
2000,2023,07,TX,7.22,cents per kilowatt-hour
2005,2023,07,UT,11.71,cents per kilowatt-hour
2006,2023,07,UT,12.31,cents per kilowatt-hour
2008,2023,05,TN,12.27,cents per kilowatt-hour
2009,2023,05,TN,0.0,cents per kilowatt-hour
2014,2023,05,TX,14.65,cents per kilowatt-hour
2015,2023,05,TX,6.84,cents per kilowatt-hour
2020,2023,05,UT,10.84,cents per kilowatt-hour
2021,2023,05,UT,12.3,cents per kilowatt-hour
2026,2023,05,VT,21.03,cents per kilowatt-hour
2027,2023,05,VT,0.0,cents per kilowatt-hour
2032,2023,05,VA,15.19,cents per kilowatt-hour
2033,2023,05,VA,10.76,cents per kilowatt-hour
2034,2023,02,KY,12.64,cents per kilowatt-hour
2035,2023,02,KY,0.0,cents per kilowatt-hour
2040,2023,02,LA,12.88,cents per kilowatt-hour
2041,2023,02,LA,13.22,cents per kilowatt-hour
2046,2023,02,ME,26.32,cents per kilowatt-hour
2047,2023,02,ME,0.0,cents per kilowatt-hour
2052,2023,02,MD,16.22,cents per kilowatt-hour
2053,2023,02,MD,11.23,cents per kilowatt-hour
2058,2023,02,MA,32.56,cents per kilowatt-hour
2059,2023,02,MA,8.65,cents per kilowatt-hour
2065,2023,12,OK,10.79,cents per kilowatt-hour
2066,2023,12,OK,0.0,cents per kilowatt-hour
2071,2023,12,OR,12.61,cents per kilowatt-hour
2072,2023,12,OR,11.73,cents per kilowatt-hour
2077,2023,12,PA,17.52,cents per kilowatt-hour
2078,2023,12,PA,10.71,cents per kilowatt-hour
2083,2023,12,RI,30.86,cents per kilowatt-hour
2084,2023,12,RI,20.94,cents per kilowatt-hour
2092,2023,05,MN,15.32,cents per kilowatt-hour
2093,2023,05,MN,12.66,cents per kilowatt-hour
2098,2023,05,MS,13.89,cents per kilowatt-hour
2099,2023,05,MS,0.0,cents per kilowatt-hour
2104,2023,05,MO,12.27,cents per kilowatt-hour
2105,2023,05,MO,8.43,cents per kilowatt-hour
2110,2023,05,MT,12.79,cents per kilowatt-hour
2111,2023,05,MT,0.0,cents per kilowatt-hour
2116,2023,05,NE,11.77,cents per kilowatt-hour
2117,2023,05,NE,0.0,cents per kilowatt-hour
2120,2023,01,IL,15.99,cents per kilowatt-hour
2121,2023,01,IL,7.44,cents per kilowatt-hour
2126,2023,01,IN,15.43,cents per kilowatt-hour
2127,2023,01,IN,13.29,cents per kilowatt-hour
2132,2023,01,IA,11.38,cents per kilowatt-hour
2133,2023,01,IA,0.0,cents per kilowatt-hour
2138,2023,01,KS,12.73,cents per kilowatt-hour
2139,2023,01,KS,0.0,cents per kilowatt-hour
2143,2023,02,IL,17.03,cents per kilowatt-hour
2144,2023,02,IL,7.15,cents per kilowatt-hour
2149,2023,02,IN,16.12,cents per kilowatt-hour
2150,2023,02,IN,0.0,cents per kilowatt-hour
2155,2023,02,IA,11.69,cents per kilowatt-hour
2156,2023,02,IA,0.0,cents per kilowatt-hour
2161,2023,02,KS,14.45,cents per kilowatt-hour
2162,2023,02,KS,0.0,cents per kilowatt-hour
2163,2023,04,VT,0.0,cents per kilowatt-hour
2171,2023,05,WA,11.16,cents per kilowatt-hour
2172,2023,05,WA,10.24,cents per kilowatt-hour
2177,2023,05,WV,14.6,cents per kilowatt-hour
2178,2023,05,WV,0.0,cents per kilowatt-hour
2183,2023,05,WI,17.43,cents per kilowatt-hour
2184,2023,05,WI,16.34,cents per kilowatt-hour
2189,2023,05,WY,11.9,cents per kilowatt-hour
2190,2023,05,WY,0.0,cents per kilowatt-hour
2195,2023,05,NEW,29.47,cents per kilowatt-hour
2196,2023,05,NEW,11.16,cents per kilowatt-hour
2201,2023,05,MAT,18.96,cents per kilowatt-hour
2202,2023,05,MAT,14.3,cents per kilowatt-hour
2207,2023,05,ENC,16.86,cents per kilowatt-hour
2208,2023,05,ENC,7.27,cents per kilowatt-hour
2213,2023,05,WNC,13.4,cents per kilowatt-hour
2214,2023,05,WNC,10.3,cents per kilowatt-hour
2219,2023,05,SAT,14.59,cents per kilowatt-hour
2220,2023,05,SAT,10.27,cents per kilowatt-hour
2224,2023,06,TN,12.34,cents per kilowatt-hour
2225,2023,06,TN,0.0,cents per kilowatt-hour
2230,2023,06,TX,14.35,cents per kilowatt-hour
2231,2023,06,TX,6.99,cents per kilowatt-hour
2236,2023,06,UT,11.44,cents per kilowatt-hour
2237,2023,06,UT,12.37,cents per kilowatt-hour
2242,2023,06,VT,21.0,cents per kilowatt-hour
2243,2023,06,VT,0.0,cents per kilowatt-hour
2246,2023,01,DE,14.25,cents per kilowatt-hour
2247,2023,01,DE,0.0,cents per kilowatt-hour
2252,2023,01,DC,14.96,cents per kilowatt-hour
2253,2023,01,DC,10.26,cents per kilowatt-hour
2258,2023,01,FL,14.89,cents per kilowatt-hour
2259,2023,01,FL,11.14,cents per kilowatt-hour
2264,2023,01,GA,12.81,cents per kilowatt-hour
2265,2023,01,GA,9.28,cents per kilowatt-hour
2270,2023,01,HI,44.96,cents per kilowatt-hour
2271,2023,01,HI,0.0,cents per kilowatt-hour
2276,2023,01,ID,10.51,cents per kilowatt-hour
2277,2023,01,ID,0.0,cents per kilowatt-hour
2284,2023,05,NV,17.43,cents per kilowatt-hour
2285,2023,05,NV,13.02,cents per kilowatt-hour
2290,2023,05,NH,30.6,cents per kilowatt-hour
2291,2023,05,NH,0.0,cents per kilowatt-hour
2296,2023,05,NJ,17.13,cents per kilowatt-hour
2297,2023,05,NJ,11.94,cents per kilowatt-hour
2302,2023,05,NM,12.96,cents per kilowatt-hour
2303,2023,05,NM,0.0,cents per kilowatt-hour
2310,2023,12,VT,21.09,cents per kilowatt-hour
2311,2023,12,VT,0.0,cents per kilowatt-hour
2316,2023,12,VA,13.54,cents per kilowatt-hour
2317,2023,12,VA,9.97,cents per kilowatt-hour
2322,2023,12,WA,10.98,cents per kilowatt-hour
2323,2023,12,WA,10.08,cents per kilowatt-hour
2324,2023,07,ENC,16.1,cents per kilowatt-hour
2325,2023,07,ENC,6.91,cents per kilowatt-hour
2330,2023,07,WNC,14.3,cents per kilowatt-hour
2331,2023,07,WNC,13.12,cents per kilowatt-hour
2336,2023,07,SAT,14.23,cents per kilowatt-hour
2337,2023,07,SAT,10.22,cents per kilowatt-hour
2341,2023,04,VA,14.58,cents per kilowatt-hour
2342,2023,04,VA,14.4,cents per kilowatt-hour
2347,2023,04,WA,10.95,cents per kilowatt-hour
2348,2023,04,WA,10.19,cents per kilowatt-hour
2353,2023,04,WV,14.38,cents per kilowatt-hour
2354,2023,04,WV,0.0,cents per kilowatt-hour
2359,2023,04,WI,16.98,cents per kilowatt-hour
2360,2023,04,WI,16.93,cents per kilowatt-hour
2365,2023,04,WY,11.19,cents per kilowatt-hour
2366,2023,04,WY,0.0,cents per kilowatt-hour
2371,2023,04,NEW,31.22,cents per kilowatt-hour
2372,2023,04,NEW,11.64,cents per kilowatt-hour
2377,2023,04,MAT,18.74,cents per kilowatt-hour
2378,2023,04,MAT,13.59,cents per kilowatt-hour
2383,2023,04,ENC,16.57,cents per kilowatt-hour
2384,2023,04,ENC,6.37,cents per kilowatt-hour
2389,2023,04,WNC,12.65,cents per kilowatt-hour
2390,2023,04,WNC,9.55,cents per kilowatt-hour
2395,2023,04,SAT,14.64,cents per kilowatt-hour
2396,2023,09,FL,15.48,cents per kilowatt-hour
2399,2023,05,ESC,13.26,cents per kilowatt-hour
2400,2023,05,ESC,0.0,cents per kilowatt-hour
2405,2023,05,WSC,13.81,cents per kilowatt-hour
2406,2023,05,WSC,7.11,cents per kilowatt-hour
2411,2023,05,MTN,13.89,cents per kilowatt-hour
2412,2023,05,MTN,11.61,cents per kilowatt-hour
2417,2023,05,PACC,22.11,cents per kilowatt-hour
2418,2023,05,PACC,12.86,cents per kilowatt-hour
2423,2023,09,AK,24.57,cents per kilowatt-hour
2424,2023,09,AK,0.0,cents per kilowatt-hour
2429,2023,09,AZ,14.38,cents per kilowatt-hour
2430,2023,09,AZ,10.41,cents per kilowatt-hour
2435,2023,09,AR,12.69,cents per kilowatt-hour
2436,2023,09,AR,15.52,cents per kilowatt-hour
2441,2023,09,CA,30.01,cents per kilowatt-hour
2442,2023,09,CA,15.19,cents per kilowatt-hour
2447,2023,09,CO,15.03,cents per kilowatt-hour
2448,2023,09,CO,15.43,cents per kilowatt-hour
2453,2023,09,CT,29.31,cents per kilowatt-hour
2454,2023,09,CT,20.36,cents per kilowatt-hour
2459,2023,08,AZ,13.83,cents per kilowatt-hour
2460,2023,08,AZ,10.38,cents per kilowatt-hour
2465,2023,08,AR,12.47,cents per kilowatt-hour
2466,2023,08,AR,15.52,cents per kilowatt-hour
2475,2023,03,NE,10.48,cents per kilowatt-hour
2476,2023,03,NE,0.0,cents per kilowatt-hour
2481,2023,03,NV,17.11,cents per kilowatt-hour
2482,2023,03,NV,12.96,cents per kilowatt-hour
2487,2023,03,NH,30.25,cents per kilowatt-hour
2488,2023,03,NH,0.0,cents per kilowatt-hour
2493,2023,03,NJ,17.12,cents per kilowatt-hour
2494,2023,03,NJ,11.38,cents per kilowatt-hour
2499,2023,03,NM,13.05,cents per kilowatt-hour
2500,2023,03,NM,0.0,cents per kilowatt-hour
2505,2023,03,NY,21.21,cents per kilowatt-hour
2506,2023,03,NY,14.73,cents per kilowatt-hour
2511,2023,03,NC,12.67,cents per kilowatt-hour
2512,2023,03,NC,7.96,cents per kilowatt-hour
2516,2023,07,ESC,13.03,cents per kilowatt-hour
2517,2023,07,ESC,0.0,cents per kilowatt-hour
2522,2023,07,WSC,13.34,cents per kilowatt-hour
2523,2023,07,WSC,7.48,cents per kilowatt-hour
2528,2023,07,MTN,14.03,cents per kilowatt-hour
2529,2023,07,MTN,13.26,cents per kilowatt-hour
2534,2023,07,PACC,23.37,cents per kilowatt-hour
2535,2023,07,PACC,12.82,cents per kilowatt-hour
2540,2023,07,PACN,34.13,cents per kilowatt-hour
2541,2023,07,PACN,0.0,cents per kilowatt-hour
2546,2023,07,US,15.86,cents per kilowatt-hour
2547,2023,07,US,12.77,cents per kilowatt-hour
2552,2023,08,AL,14.19,cents per kilowatt-hour
2553,2023,08,AL,0.0,cents per kilowatt-hour
2560,2023,05,PA,18.46,cents per kilowatt-hour
2561,2023,05,PA,9.3,cents per kilowatt-hour
2566,2023,05,RI,26.84,cents per kilowatt-hour
2567,2023,05,RI,16.88,cents per kilowatt-hour
2568,2023,09,FL,11.69,cents per kilowatt-hour
2573,2023,09,GA,13.97,cents per kilowatt-hour
2574,2023,09,GA,9.4,cents per kilowatt-hour
2579,2023,09,HI,41.52,cents per kilowatt-hour
2580,2023,09,HI,0.0,cents per kilowatt-hour
2585,2023,09,ID,11.53,cents per kilowatt-hour
2586,2023,09,ID,0.0,cents per kilowatt-hour
2591,2023,09,IL,14.7,cents per kilowatt-hour
2592,2023,09,IL,7.0,cents per kilowatt-hour
2596,2023,02,WA,10.71,cents per kilowatt-hour
2597,2023,02,WA,10.54,cents per kilowatt-hour
2602,2023,02,WV,13.55,cents per kilowatt-hour
2603,2023,02,WV,0.0,cents per kilowatt-hour
2608,2023,02,WI,16.33,cents per kilowatt-hour
2609,2023,02,WI,16.41,cents per kilowatt-hour
2614,2023,02,WY,10.26,cents per kilowatt-hour
2615,2023,02,WY,0.0,cents per kilowatt-hour
2620,2023,02,NEW,31.26,cents per kilowatt-hour
2621,2023,02,NEW,19.09,cents per kilowatt-hour
2626,2023,02,MAT,20.26,cents per kilowatt-hour
2627,2023,02,MAT,14.84,cents per kilowatt-hour
2629,2023,06,PACN,0.0,cents per kilowatt-hour
2634,2023,06,US,16.09,cents per kilowatt-hour
2635,2023,06,US,12.41,cents per kilowatt-hour
2638,2023,03,OK,11.71,cents per kilowatt-hour
2639,2023,03,OK,0.0,cents per kilowatt-hour
2644,2023,03,OR,12.22,cents per kilowatt-hour
2645,2023,03,OR,11.43,cents per kilowatt-hour
2648,2023,02,MI,17.99,cents per kilowatt-hour
2649,2023,02,MI,12.67,cents per kilowatt-hour
2654,2023,02,MN,13.63,cents per kilowatt-hour
2655,2023,02,MN,11.88,cents per kilowatt-hour
2660,2023,02,MS,13.57,cents per kilowatt-hour
2661,2023,02,MS,0.0,cents per kilowatt-hour
2666,2023,02,MO,11.36,cents per kilowatt-hour
2667,2023,02,MO,7.74,cents per kilowatt-hour
2672,2023,02,MT,11.96,cents per kilowatt-hour
2673,2023,02,MT,0.0,cents per kilowatt-hour
2678,2023,02,NE,10.16,cents per kilowatt-hour
2679,2023,02,NE,0.0,cents per kilowatt-hour
2684,2023,02,NV,17.04,cents per kilowatt-hour
2685,2023,02,NV,13.21,cents per kilowatt-hour
2690,2023,02,NH,30.98,cents per kilowatt-hour
2691,2023,02,NH,0.0,cents per kilowatt-hour
2696,2023,02,NJ,16.97,cents per kilowatt-hour
2697,2023,02,NJ,12.64,cents per kilowatt-hour
2702,2023,02,NM,13.75,cents per kilowatt-hour
2703,2023,02,NM,0.0,cents per kilowatt-hour
2708,2023,02,NY,24.18,cents per kilowatt-hour
2709,2023,02,NY,15.75,cents per kilowatt-hour
2712,2023,11,NM,14.2,cents per kilowatt-hour
2713,2023,11,NM,0.0,cents per kilowatt-hour
2718,2023,11,NY,22.85,cents per kilowatt-hour
2719,2023,11,NY,15.78,cents per kilowatt-hour
2724,2023,11,NC,13.39,cents per kilowatt-hour
2725,2023,11,NC,9.27,cents per kilowatt-hour
2730,2023,11,ND,10.77,cents per kilowatt-hour
2731,2023,11,ND,0.0,cents per kilowatt-hour
2736,2023,11,OH,15.65,cents per kilowatt-hour
2737,2023,11,OH,6.15,cents per kilowatt-hour
2742,2023,11,OK,11.88,cents per kilowatt-hour
2743,2023,11,OK,0.0,cents per kilowatt-hour
2748,2023,11,OR,12.99,cents per kilowatt-hour
2749,2023,11,OR,11.51,cents per kilowatt-hour
2754,2023,11,PA,18.11,cents per kilowatt-hour
2755,2023,11,PA,10.08,cents per kilowatt-hour
2761,2023,02,ENC,16.28,cents per kilowatt-hour
2762,2023,02,ENC,7.08,cents per kilowatt-hour
2767,2023,02,WNC,12.03,cents per kilowatt-hour
2768,2023,02,WNC,9.72,cents per kilowatt-hour
2773,2023,02,SAT,14.56,cents per kilowatt-hour
2774,2023,02,SAT,10.24,cents per kilowatt-hour
2779,2023,02,ESC,13.39,cents per kilowatt-hour
2780,2023,02,ESC,0.0,cents per kilowatt-hour
2787,2023,03,PA,18.13,cents per kilowatt-hour
2788,2023,03,PA,9.36,cents per kilowatt-hour
2793,2023,03,RI,27.91,cents per kilowatt-hour
2794,2023,03,RI,16.1,cents per kilowatt-hour
2800,2023,12,MT,12.58,cents per kilowatt-hour
2801,2023,12,MT,0.0,cents per kilowatt-hour
2806,2023,12,NE,10.47,cents per kilowatt-hour
2807,2023,12,NE,0.0,cents per kilowatt-hour
2812,2023,12,NV,15.55,cents per kilowatt-hour
2813,2023,12,NV,12.1,cents per kilowatt-hour
2818,2023,12,NH,24.74,cents per kilowatt-hour
2819,2023,12,NH,0.0,cents per kilowatt-hour
2824,2023,12,NJ,17.56,cents per kilowatt-hour
2825,2023,12,NJ,11.66,cents per kilowatt-hour
2830,2023,12,NM,13.37,cents per kilowatt-hour
2831,2023,12,NM,0.0,cents per kilowatt-hour
2836,2023,12,NY,22.42,cents per kilowatt-hour
2837,2023,12,NY,14.38,cents per kilowatt-hour
2842,2023,12,NC,12.97,cents per kilowatt-hour
2843,2023,12,NC,9.33,cents per kilowatt-hour
2850,2023,09,MS,12.85,cents per kilowatt-hour
2851,2023,09,MS,0.0,cents per kilowatt-hour
2856,2023,09,MO,14.03,cents per kilowatt-hour
2857,2023,09,MO,13.31,cents per kilowatt-hour
2862,2023,09,MT,13.15,cents per kilowatt-hour
2863,2023,09,MT,0.0,cents per kilowatt-hour
2868,2023,09,NE,12.32,cents per kilowatt-hour
2869,2023,09,NE,0.0,cents per kilowatt-hour
2874,2023,09,NV,16.94,cents per kilowatt-hour
2875,2023,09,NV,13.01,cents per kilowatt-hour
2880,2023,09,NH,23.24,cents per kilowatt-hour
2881,2023,09,NH,0.0,cents per kilowatt-hour
2886,2023,09,NJ,17.97,cents per kilowatt-hour
2887,2023,09,NJ,11.86,cents per kilowatt-hour
2892,2023,09,NM,14.88,cents per kilowatt-hour
2893,2023,09,NM,0.0,cents per kilowatt-hour
2898,2023,09,NY,23.24,cents per kilowatt-hour
2899,2023,09,NY,19.09,cents per kilowatt-hour
2904,2023,09,NC,13.72,cents per kilowatt-hour
2905,2023,09,NC,10.12,cents per kilowatt-hour
2910,2023,10,DC,18.03,cents per kilowatt-hour
2911,2023,10,DC,10.51,cents per kilowatt-hour
2916,2023,10,FL,15.45,cents per kilowatt-hour
2917,2023,10,FL,11.45,cents per kilowatt-hour
2922,2023,10,GA,13.69,cents per kilowatt-hour
2923,2023,10,GA,6.13,cents per kilowatt-hour
2928,2023,10,HI,42.68,cents per kilowatt-hour
2929,2023,10,HI,0.0,cents per kilowatt-hour
2934,2023,10,ID,12.07,cents per kilowatt-hour
2935,2023,10,ID,0.0,cents per kilowatt-hour
2940,2023,10,IL,15.75,cents per kilowatt-hour
2941,2023,10,IL,7.14,cents per kilowatt-hour
2946,2023,10,IN,15.17,cents per kilowatt-hour
2947,2023,10,IN,13.29,cents per kilowatt-hour
2952,2023,10,IA,13.46,cents per kilowatt-hour
2953,2023,10,IA,0.0,cents per kilowatt-hour
2958,2023,10,KS,13.45,cents per kilowatt-hour
2959,2023,10,KS,0.0,cents per kilowatt-hour
2962,2023,12,ND,10.27,cents per kilowatt-hour
2963,2023,12,ND,0.0,cents per kilowatt-hour
2968,2023,12,OH,15.57,cents per kilowatt-hour
2969,2023,12,OH,6.14,cents per kilowatt-hour
2971,2023,04,SAT,10.11,cents per kilowatt-hour
2976,2023,04,ESC,13.06,cents per kilowatt-hour
2977,2023,04,ESC,0.0,cents per kilowatt-hour
2982,2023,04,WSC,13.56,cents per kilowatt-hour
2983,2023,04,WSC,7.37,cents per kilowatt-hour
2988,2023,04,MTN,13.38,cents per kilowatt-hour
2989,2023,04,MTN,12.16,cents per kilowatt-hour
2994,2023,04,PACC,21.33,cents per kilowatt-hour
2995,2023,04,PACC,11.37,cents per kilowatt-hour
3000,2023,04,PACN,34.5,cents per kilowatt-hour
3001,2023,04,PACN,0.0,cents per kilowatt-hour
3006,2023,04,US,16.1,cents per kilowatt-hour
3007,2023,04,US,12.05,cents per kilowatt-hour
3010,2023,07,LA,11.26,cents per kilowatt-hour
3011,2023,07,LA,10.91,cents per kilowatt-hour
3016,2023,03,ND,9.75,cents per kilowatt-hour
3017,2023,03,ND,0.0,cents per kilowatt-hour
3022,2023,03,OH,14.89,cents per kilowatt-hour
3023,2023,03,OH,5.63,cents per kilowatt-hour
3029,2023,06,OK,12.43,cents per kilowatt-hour
3030,2023,06,OK,0.0,cents per kilowatt-hour
3035,2023,06,OR,13.14,cents per kilowatt-hour
3036,2023,06,OR,11.36,cents per kilowatt-hour
3041,2023,06,PA,18.39,cents per kilowatt-hour
3042,2023,06,PA,9.04,cents per kilowatt-hour
3047,2023,06,RI,23.83,cents per kilowatt-hour
3048,2023,06,RI,17.72,cents per kilowatt-hour
3053,2023,06,SC,13.75,cents per kilowatt-hour
3054,2023,06,SC,0.0,cents per kilowatt-hour
3059,2023,06,SD,13.3,cents per kilowatt-hour
3060,2023,06,SD,0.0,cents per kilowatt-hour
3068,2023,03,MTN,13.04,cents per kilowatt-hour
3069,2023,03,MTN,12.14,cents per kilowatt-hour
3073,2023,09,ND,12.83,cents per kilowatt-hour
3074,2023,09,ND,0.0,cents per kilowatt-hour
3080,2023,10,KY,13.17,cents per kilowatt-hour
3081,2023,10,KY,0.0,cents per kilowatt-hour
3086,2023,10,LA,11.95,cents per kilowatt-hour
3087,2023,10,LA,10.61,cents per kilowatt-hour
3092,2023,10,ME,29.06,cents per kilowatt-hour
3093,2023,10,ME,0.0,cents per kilowatt-hour
3098,2023,10,MD,18.38,cents per kilowatt-hour
3099,2023,10,MD,11.55,cents per kilowatt-hour
3104,2023,10,MA,28.19,cents per kilowatt-hour
3105,2023,10,MA,6.65,cents per kilowatt-hour
3110,2023,10,MI,19.2,cents per kilowatt-hour
